name,rating,review,date,attraction,address,latitude,longitude
Randi, 5 stars ,a very nice place to visit  this is a cable car that contain like 25 to 30 people in it   so its not a private cable car like we used to see in a theme park   it would be best if they called a mountain elevator,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
J D, 5 stars ,10 000 won and you get a speedy lift to a gorgeous photo op  does exactly what you want it to do and there is a pretty great restaurant attached to it,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Madhu babu Arangam, 5 stars ,its really nice to go there second time  nice whether,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Stella Miracle #successbefore30, 5 stars ,if you scared of a highly place   you should be brave to try this and better use your black sunglasses so they can see your eyes when crying out   hahah me inused my glasses for style only lol,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Hassan Alyami, 3 stars ,it was good experience but it is difficult to find a parking place  with a long distance to walk and long queue,a year ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Zaizhongaiyanan Kim, 4 stars ,best location 15 31 oct is best time to go if you  want to see autumn,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Henry Kim, 5 stars ,you must try when you come to seolrak san  buy ticket first which has departure time  no reservation allowed   they sell ticket every day  it shows nice place to take a picture,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
ARUNz, 4 stars ,ome must visit these soraksan mountains and can take cable car stunning visits in autumn and spring season,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Luke Kenyon, 5 stars ,what a great way to see the park  you need to get here early so book your place  i went for the sunset and was amazing,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Mauricio Molina, 5 stars ,quick trip to the observation points where you can enjoy beautiful views of the surrounding area   lot of people packed in the car  so plan on getting a good spot by the windows for a nice view on the way up   even with all that amount of people the system is well organized,5 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Hanh Nguyen Hieu, 3 stars ,love the service providers in korea  only 10k won for round trip  the sightseeing is ok  you only walk 5 minute to the top,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Yoko Gunawan Candra, 5 stars ,it is not hard to get on the cable car and the cable car is a fast and also convenient way to go up the seorak mountain  the view is very beautiful up there,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
I'm One, 3 stars ,if it s  a foggy day  you will see nothing but dense fog once you get to the top   you should wait for clear skies to see the beautiful scenery below,5 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
jang kenny kh, 4 stars ,u can climb mountain top thru cable car  mountain top commands a good view  on weekends u had better buy cable car ticket first  and eat while u r waiting ur cable car time  1 hour waiting seems to be normal here,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Winter Tate, 5 stars ,just 10k won per pax for a round trip  ride was less than 5min and offers a great view as you travel up,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Meng Fee, 5 stars ,nice and beautiful place for everyone to visit,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Evan Ericssen, 5 stars ,it s so wonderful place  i never see the place like this before,5 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Lee Leonard, 4 stars ,magnificent mountains and scenery and top it off with a cable car ride to the top,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Clax B, 5 stars ,smooth as butter going up to the top  my kid was terrified of it but was great once it started  this a view from the top of the cable car drop off,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Joshua Jee, 5 stars ,we should visit this place if you stay in s  korea  this is an amazing place,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Alexia Jean, 5 stars ,quick ride to the top with a wonderful view  very stable even if windy weather,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Cahya Riski - Oki Wiranegara, 5 stars ,well design national park      thats a gold standart for national park development,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
namsik chu, 5 stars ,beautiful panoramic view of one of most iconic mountain in korea,4 months ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
S_ K_ Y T_ N_ S_ T_ G, 3 stars ,excited to get on the cable go up the mountain  good experience,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
McK76, 5 stars ,comfy ride  the view from cable car on awesome,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Mev A-M, 4 stars ,such a beautiful view  we visited morning time during the week so the lines were not long and the car didn t feel overly crowded,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
AiMei Huang, 5 stars ,i was here twice this year   autumn and winter   very lucky to have clear weather both so i could went up,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
John S, 5 stars ,when i came up to the first time there was no cable car that the views fantastic must see,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
jasmina g, 4 stars ,the cable car is quick and scheduled on every 5min  but expect a bit of line  we waited 1 5h,5 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
規?龜橘 叫?逵克棘勻, 5 stars ,love this place  cable car  buddha temple  big buddha  river  etc,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Cathrine Halim, 4 stars ,must use this cable car to the top of the mountain  more beautiful scenary at the top,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
just kookie, 3 stars ,not so bad it s just you should go the bathroom first before taking the cable because up there its a lot of stair to walk on before you would reach the bathroom,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Alexandria Perez, 4 stars ,simple  easy  and straight forward  buy a ticket and get on at the right time  it s pretty crowded  though  and people will rush to be next to the windows  other than that  a quick trip to the top accompanied by music,a year ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Bert, 3 stars ,it ll stop running if the winds are too strong  so go for a long hike and come back in the late afternoon,5 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Toufiq Uzzaman, 4 stars ,its was a great experience  at a same time total 50 people can board on and able to go up   down after 15 minutes intervals  its a thrilling adventure to look the park from the top,a year ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Christine, 4 stars ,30 minute hike up for a better view of mt  sorak,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Bishnu Pokhrel, 2 stars ,its quite good  advance booking is available so customers and travellers dont have to get involved in line,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Louise Lake, 5 stars ,great scenery ever from the cable car   the cable car was very clean and large,a year ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Matthew Collins, 5 stars ,a beautiful natural wonder  it gets busy  but well worth the trip  i want to come back for a third time to check out some of the hikes and other mountain peaks on offer here  the vistas are absolutely stunning  a shining jewel in korea,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Manisha jha., 5 stars ,the best experience of my life  to touch the sky and close to sun  whole area is filled with nature abd buddhism also one of the best part yo go there  high rise mountains and forest and tracking all make your day as a wonderful memories,a year ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Mr. Yu, 5 stars ,but ticket first  you can choose what time you want to ride  have limit for each time  not recommend for take ride when foggy,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Fairuz Zurrifqi, 5 stars ,good place for family especially  and also it has cafe at the peak,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Same Noel, 4 stars ,it was a very awesome experience,a month ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Colleen T, 5 stars ,50 people max to a car   your ticket has a time on it to get in line   run very smoothly despite the crowd   good view from all sides   nice walking paths while you wait,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Jaydene Metselaar, 5 stars ,we couldn t get a cable car and we were there pretty early  10 00       all the cable cars were fully booked sold out  so plan ahead if you wanna do this  it did look super fun though  and everything was very well organised with great prices   10 000  per person  and they had specials for cars thag had spaces left for 1 2 people,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
William Rogers (Will), 3 stars ,mountain cable car with some good views from above  to get to the top you will need to walk on some uneven ground and nearby to exposed cliff edges  check the weather in advance to ensure the visibility is good  you will need to pay for entry to the national park as well as to enter the cable car,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Robbie Say, 5 stars ,one of the most amazing cable car experiences i have ever had  the cable car takes you up around 700 meters up to seoraksan  the view is incredible up there  the cable car ticket is also reasonably priced and very popular  it can be crowded at times and you might not be able to see out of the cable car  for those wondering  there are toilets and parking lots in the area  this place is also wheelchair accessible with lifts and ramps to accommodate wheelchairs,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Dan Grimes, 4 stars ,really pretty st the top  nice cafes and such and even wii  just make sure the view is clear before you go up otherwise you can t see all the gorgeous sites  also note we couldn t hike from the top  just a short trail of maybe ten min was all that you could do,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Sera Pasaribu, 5 stars ,price for round trip is krw 13 000,4 months ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
OLD BOY, 5 stars ,if you visit  sokcho   you must ride it  you ll see a beautiful and wonderful view  take a cable car to the top of the mountain  you can walk from there to the top  it s quite a scary and beautiful sight at the top,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Graeme Rees, 4 stars ,fantastic views to be had on this cable car as you ascend  views are good from the top but do not return before taking the short path that leads you up and around the cable car station to the granite saddle  views from here are spectacular,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Candy Burnham Knoblock, 4 stars ,i think it would be nice if there wasn t announcements at the top  it s nice enjoying nature without frequent announcements,a year ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Benjamin White, 4 stars ,not great views on the foggy day we visited  also had to wait till 4pm for a ride  bought ticket at 11 that day  due to it being holiday season  a few snacks available at the top  can imagine views would be amazing on good day,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
John van Bockxmeer, 4 stars ,busy cable car taking you to the top of the mountain for excellent panoramic views  on the weekends times are allocated and very strict so beware of this  you will need to keep your ticket for when you descend also,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Richie, 5 stars ,loved this place  guide was amazing  location was great  took some nice pics  journey up the top is by a bit of walk then cable car and climb the stairs or steps   good spot    i reckon in winter is awesome but summer gave nice touch too,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Olegs Ilgis, 5 stars ,great cable car which takes you into the heart of the most beautiful mountain of korea  short climb from the upper station and you can see great views and rich korean nature  absolutely great experience,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Phileo Kang, 4 stars ,cable car is busy  there s usually a wait of 1hour at least  there s plenty to do while you wait  explore the grounds  caf s  souvenir shops  short trails  or even have a meal  cable car tickets can be bought in advance at the ticket counter here  10 000won both ways for adults and a little cheaper for children   meals are great  pollack soup  squid pancake and makegoli  korean rice wine  are local favorites,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Sam Moon Kim, 4 stars ,if you don t have enough time to hike mt seolak  this cablecar would be good choice to view mt seolak,a year ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Ailyn F, 5 stars ,the beauty of staying in a four season country is that you will see one place in 4 different beautiful scenes  seoraksan is usually a popular place to go to in fall  but going there in winter  especially when it is covered in snow  is beyond expectations  taking the seoraksan cable car  maybe around 5 minutes  will let you see the most beautiful combination of white and gray colors covering the trees  mountains  and rivers  it can be crowded but it seems safe  they also play nice music that goes along with the picturesque view,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
O N, 5 stars ,gondola over seoroksan national park expect great views on the top and busy crowds,a year ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Joie Ange, 5 stars ,love the view  cable car very smooth,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Michael Heilman, 5 stars ,cool place and a gentle hike  in fact it s a mountain summit without actually doing a y work  great for a day trip  motels near the mountain are cheaper than in the city of sokcho,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Amy Mariappan, 4 stars ,the logistics of getting cable cars up and back so quickly with so many people was amazing  the cars  however  were tightly packed and the lines to get into the car from the bottom were chaotic  it might have helped to have a sign up where everyone should stand per time slot,5 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Veronika Hong, 4 stars ,amazing view  very fast   pretty much cheating your way to the top  well almost to the top  the only downside is that they just put a lot of people in the car so you have to get a good spot in order to see,5 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Dennis Vlaeminck, 5 stars ,excellent  rides are frequently and smooth  go early to beat the crowed though  else you ll be queueing,a year ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Rashid Ali, 5 stars ,what a nice place to visit,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
thisonelittledid, 5 stars ,beautiful views of seorak national park and it s definitely worth it to go up  but during peak season  you might have to wait a bit  so buy your tickets as soon as you enter the park and then explore the temple and statue while you wait for your ride time,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Made Sukmadhi Parthama, 4 stars ,great place  with only 10k won dollar you can go to the peak without have to walk 10km  however if you go the on weekend i suggest to go there before 6 oclock or otherwise you might run off the ticket,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Radver Lee, 5 stars ,tickets has designated boarding time  come early to get tickets first  to get the window view  the trick is either to go in first or last  let the door close behind you and turn around  ta da  window view,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Chathurika Rathnayaka, 5 stars ,it leads to the fortress up on the mountains  great view up there  cost is 10000  per person  could be temporary out of function due to strong winds though,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Amelia S, 4 stars ,definitely worth going up the cable car   if you hike up a little way to the rocky lookout point you can get some excellent views for a fraction of the effort of the other trails on the mountain,5 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Fico Maulana, 5 stars ,mount sorak is amazing place,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
wkite K.Terengganu, 4 stars ,cool nice view,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Joshua Blough, 5 stars ,if you are tired after hiking up mt seoraksan  this is a great way to see the top of other mt peaks at the park  small temple at the top  great view of sokcho and the beach,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Willing Travel SB, 4 stars ,view from the mountain was spectacular,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Wooj C, 5 stars ,we saw very nice scenery with cable  once arrived  there s a small hike to big rock formations which is pretty awesome again,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Dongchan Kim, 5 stars ,there is no problem with rain,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
H Na, 4 stars ,a bit crowded  try to be by the windows if you re not taller than the average korean,11 months ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Debby Atmadja, 4 stars ,beautiful mount soerak national park  the view spectacular   different face every season  the cable car give stunning view to the park  mountain   sea  one of the must visit in south korea,5 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
HJ Sung, 5 stars ,amazing,2 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
SRABON TRAILS, 4 stars ,the best way to see seoraksan mountain if you only have a limited time  is by taking the seorak cable car  however  it is so popular that you sometimes have to wait in line for approximately 2 to 3 hours during the peak seasons  summer vacation and fall foliage seasons  and during the weekends  but during off seasons  the cable car can be boarded without having to wait in line  riding up and down the cable car  visitors can view the fascinating rock formations of the gwongeumseong region as well as the sogongwon area  jeohangnyeong  and ulsanbawi rock to the north  to the northeast  downtown sokcho and the east sea comes into view   after getting off the cable car  visitors can take a 20 to 30 minute hike to gwongeumseong to get a birds eye view of oe serok  the cable car ascends at a relatively high speed with some excitement  safety is assured and the scenery can be enjoyed with the guided tour in the cable car  it runs even when it is raining or snowing  but operation may be suspended under windy conditions  round trip  adults 10 000 won   children 6 000 won   adults  age of 14 and older  middle school students and up    children  ages of 3 13   children under 36 months old can enter free   note  in order to use the cable car  visitors must pay admission to seoraksan national park as the property is located inside the park,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
aryorioc, 5 stars ,if you wanna go this place you must by cable car,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Julie Sohn, 5 stars ,seorak san is one of korea s most famous mountains made up of white and grey rock that juts out from the ground  you could find hours of hiking or take a short cut for the view on a cable car  there are plenty of eating establishments in the park so you can pack lightly in terms of food,5 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Md Sazzadur Rahman, 5 stars ,good ride although very short but u can see a very good view of the seoraksan park  specially the bronze buddha,3 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Sisca Sondakh, 5 stars ,it s beautifull place,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
Yury Kim, 5 stars ,get haemul  seafood  pajeon and some dongdongju  will give you enough energy to climb those mountains  but better drink dongdongju after your ascension  approx 20 bucks,4 years ago,설악케이블카,강원도 속초시 설악동 설악산로 1137,38.1730998,128.4890543
