name,rating,review,date,attraction,address,latitude,longitude
Rendy Bahri, 5 stars ,this national park is very beautiful and nice  u can take bus from sokcho express bus terminal no 7 or 7 1 to reach here  it will be last stop so dont worry  there are 4 5 route that u can do for hiking  i climbed for the ulsanbawi track  it was amazing hard track in last 1 2km  so if u decided to hike this route prepare your food  but it was totally worth it  if u dont have much time or power just use cable car and will see amazing scenery,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Sam Fy, 5 stars ,very beautiful mountain in seoul  you need to book a tour package or take a bus to reach here as is very fat from the city  it takes around 2 and a half hour from the seoul city but is worth for a long ride to view this magnificent scenery  we went on april so there is cherry blossom on bottom of mountain  beautiful  there are few route to go top of the mountain  you will need to plan your time well  there is a cable car ride too  cost you 10k krw for return journey  you will walk pass by a big buddha statue     is awesome,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Leony Maranatha (Oh Eun Sun), 5 stars ,i visited this place during early winter and it was really nice  wished to come back here again during winter and spring,5 months ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Bruno Croissant, 5 stars ,a fantastic national park with a lot of very interesting walks and stunning views of beautiful korean scenery  korean people love hiking and trails are well maintained,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
D. Pops, 5 stars ,like jirisan  seoraksan is a very difficult mountain to hike  it s a 10 mile hike that takes at least 10 hours from the sokcho entrance to the osaek ri village  there is beautiful scenery everywhere you look  the view from the peak daecheonbong is breathtaking  if you re up for a challenge  seoraksan will challenge you  i had a blast but i must admit i feel pretty darn sore,2 months ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Marcos Hadinoto, 5 stars ,one of south korea iconic place mt seoraksan   it is an amazing place loaded with beautiful and pristine nature   could not ask for a better weather and perfect timing for the sakura bloom   this is a must to visit if you are visiting south korea,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Vron, 5 stars ,beautiful place in south korea  came for 2 days for ulsanbawi   towangseong falls  easily accessible by local bus  a must visit in sokcho  south korea,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Mel, 5 stars ,beautiful views during the autumn season  recommended route from osaek to sokcho for the daecheongbong peak possible to complete in one day,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
SemBe Be, 5 stars ,beautiful scenery  cable car can help you reach peak of mountain,a year ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Nordiana Mat Salleh, 5 stars ,beautiful place to visit but not suit for the old folks because you need stamina and energy to hike up there,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Vika Kinanti, 5 stars ,must visit this mountain again  very nice track for freshtracking while chit chat with your friends  the trails are nicely done and the park is well organized with maps and directions and signs  i went here from seoul since the morning and get back in the afternoon the public transportation good,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Yoga Braina, 5 stars ,a wonderful park for nature lovers       especially in fall     the colors of the trees are incredible    can t move from here    convenient parking     staying,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Md Alamin Hossain, 5 stars ,the best park i have ever been in autum  definitely must visit place in autum on october,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Joseph Joson, 5 stars ,a must place to visit when you go to korea the sceneries is beautiful and amazing,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Ara Jaingue, 5 stars ,very impressive mountain  well maintained park and super friendly staff  the trails are nicely done and the park is well organized with maps and directions and signs  the young and old can choose which trails to hike and which side of the mountains and falls to see  we stayed overnight in the area so we can hike and enjoy the mountain and the view for 2 days  i d recommend that you do the same  it s worth it  especially if you re a nature lover,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Lim Parni, 5 stars ,very nicely place  visit at winter time  omg so beautiful,4 months ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Jawad Ahmed, 5 stars ,must visit place   if you enjoy nature than it is paradise for you,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Kyle Christian, 5 stars ,fantastic imagery and clear  well defined tracks  plenty of benches and water refills along the way,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Soursweet Apple, 5 stars ,one of the top mountain in korea  enjoy the mother nature at the most clean and primeval area in korea,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
sasithara sethanandha, 5 stars ,cable car ride is epic   worth the visit  we also had ice cream up there in the winter time,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Hanna Kurniawati, 5 stars ,in autum  very nice and comfort place for fam picnic  lovely,2 months ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Dr D V Subba Reddy, 4 stars ,beautiful national park  good place to relax in the weekends  there are multiple trekking trails which are very good for nature freaks  during winter its like snow blanket everywhere  trails are slippery so need proper equipment  cable car is good to enjoy view from hill top   from where you can see the beach and sea  need to be careful which going uphill from the cable car,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Ben Minus, 5 stars ,very nice stay  my wife and i took our teenaged daughter and her best friend here for the weekend a couple of years ago and we loved it  we tried to do everything that was available at the location  the rooms are really nice and the food was also  we spent the whole weekend exploring and taking in the sights  it was a physically demanding to climb and walk so places but nothing that the average person couldn t do  not sure if i would go in the middle of summer  we went in september and it was pretty warm still  i highly recommend taking a trip here,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Benjamin MICHONNET, 5 stars ,really good national park with plenty of small or long hikes  just need tobget there early because it can be really crowded  specially during weekends,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Jan-H. Mo, 4 stars ,a nice side step from sokcho and worth it  the park offers nature and culture at the same time  the cable car takes you up for some stunning views  take bus 7 or 7 1 from the city center  admission fee to the park is 3 500 won per adult  bus ticket costs 1 400 won  enjoy,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Mandy Brown, 5 stars ,great place  clesn park with a lot of wild life  parts of the trails can be very tricky and difficult to navigate  at least a 10 hour hike when going round trip from gate to peak  luckily several shelters along the way to buy supplies or to sleep for the night,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Musa Jawad, 5 stars ,one of the best place for hike lovers  do visit in autumn when the leaves are colorful,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Myrene Lee, 5 stars ,stunning view on top  highly recommend to ride the cable car,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Fang Leow, 5 stars ,i will be back next autumn,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
sooBB39, 5 stars ,it is a place where you can see wonderful scenery at any time of the four seasons  the beginning of mt  seorak is an easy way to climb the mountain  making it easy for children and senior citizens to enjoy hiking  the higher you go  the faster the slope becomes  the more difficult it is  but you can see the beautiful scenery  if you go up high  you d better take a light jumper because the top is cool  also  cable cars are operating to allow the elderly and those who are unable to climb the mountain to see  if you visit gangwon do  i recommend you to visit there,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Radver Lee, 5 stars ,very beautiful park  some very challenging hikes  bring hiking stick  preferably 2 hiking stick per person  one in each hand  and wear hiking shoes  i couldn t finish all the hikes due to poor preparation on my part  wanted so much to see everything here  so beautiful,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Alex Zhong, 4 stars ,didnt go to the top but a nice place to visit there was a huge budda and some nice places to see and find,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Edwin Benard, 5 stars ,beautiful park   hikes,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Daniel Estrada, 5 stars ,i m a 23 years old guy  i went there with my friend and walked to the daechaengbong peak  11km  trough the advanced trail  it took us 5h to go up and 4h to go down  we had a blast but we can still feel the pain in our legs 1 day after  use climbing hiking shoes     i would not recommend to inexperienced walkers to do it in 1 day  up and down  like we did  bring a lot of water with you and some food  the sight is worth it,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Alexandra Crowder, 5 stars ,gorgeous scenery and very well maintained trails  easy to use online booking of overnight huts  all round a great visit for one day or a multi day hike  even for foreigners who speak no korean,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Razin Ahmad Nizar, 5 stars ,we went during winter and the view was incredible  transport to the park is also convenient  we took the taxi to the park gate from sokcho express bus terminal which costed us 15000won  going back we took the local bus 7 1 but missed our stop due to the announcement being in korean  overall a satisfying day trip from seoul,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
T梳죓 Tr梳쬷 C척ng, 4 stars ,there s cherry blossoms all over the sky  over flower,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Julie Hn, 5 stars ,seoraksan park is one of the most beautiful park i ve ever visited  it s truly magical during fall  there are a lot of trails   you should definitely do ulsanbawi  but also the waterfall and the cave one,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Chen Ling Ling, 4 stars ,very nice place and advisable for all to travel there during weekdays instead of weekend  weekend will be too pack and if you love to take pictures at ease then go on weekdays,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Adaira Gonz찼lez, 5 stars ,beautiful place  trails for easier hikes and also very challanging jones  good to come for a day with family or also to stay longer and see all the different areas,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Rafael James Ompad, 5 stars ,very nice,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Michael Catrysse, 5 stars ,beautiful park for young and old  the paths are well maintained and mostly consist of man made trails  expect stairways  bridges and stone steps,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Jozefien, 4 stars ,beautiful and easy accessible  the gondola makes it easy to get up and down the mountain  views from the top are spectacular,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Anutra Leela, 5 stars ,great view and so much fun,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
er chan, 4 stars ,fresh air,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Aipie, 5 stars ,seoraksan is so magical in the winter  because there s nothing quite serene as seeing the mountain and everything covered in a fresh sheet of snow  overnight stay is highly recommended,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
woon liang Aw, 5 stars ,beautiful park   come here on a weekday to feel the serenity  there is a beautiful huge buddha statue,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Jordi Sanchez, 5 stars ,if you have time in korea  you should visit this amazing national park  great views and local food  chose well when you go to avoid crowds,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Fatema Azmee, 5 stars ,hiking trails are really beautiful and there are trails available for everyone,a year ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Romaine Smith, 5 stars ,this park is the most stunning if you visit during the fall season as the leaves change color,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
P. Vasupolpassakorn, 5 stars ,nice autumn in seoraksan,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Jermaine Maloney, 3 stars ,worth while vist but go in summer though it was beautiful it was freezing in spring,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Alicia Pua, 5 stars ,explored this place during the early fall season and the weather was perfect for hiking  great getaway from the city,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Solihin Kentjana, 5 stars ,seoraksan national park is a national park in south korea  it listed by the south korean government with unesco as a tentative world heritage site,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Penny?귟컝, 5 stars ,a long  exhausting  but breathtaking climb,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Kok Yoong Lim, 5 stars ,a wonderful natural spectacle for young and old  cable car is available for those physically unfit for hiking,6 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Marisol Brun, 5 stars ,gorgeous place,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Anthony Carchidi, 5 stars ,my favorite mountain in korea  the national park is beautiful,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
L.H. Lee, 5 stars ,breathtaking scenery  especially during winter time   must visit for every traveller,6 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Deyu, 5 stars ,amazing  fantastic mountain and ocean views  great hiking,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Dajeong Oh, 5 stars ,beautiful mountain in korea,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Steve Lee, 5 stars ,if you go in the autumn it s like yosemite meets new england,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Rosli Mohammed, 4 stars ,best place to visit,6 months ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Tap Vo, 4 stars ,good scenery,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Angel Yeung, 5 stars ,great,10 months ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
rochellemelanie orense, 4 stars ,nice place to wind up,10 months ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Hongbo Miao, 5 stars ,the mountain is not very high  it is very very cold in winter,6 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Richie, 5 stars ,loved it  must see place,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Supattra Sujitwanit, 4 stars ,nice view from the top of the mountain,6 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Plustech Printer (Plustech Printer), 5 stars ,nature lover,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
jijah sha, 5 stars ,please come early morning  heavy traffic,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Sarah Houle, 5 stars ,so big  so little time,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Borkot, 4 stars ,i m flying here again   again,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Booricha 97, 5 stars ,the weather is nice,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Karl Bj철rn Arendaying, 4 stars ,squid game,10 months ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Regy Gunanto, 4 stars ,good,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
"Mike Holton, Jr.", 5 stars ,beautiful,a year ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Norhana Ismail, 5 stars ,beautiful place,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Jasmine Koh, 5 stars ,nice place,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Baisali Sharma, 5 stars ,best place,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
PRABU B, 5 stars ,seoraksan national park,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Dan T, 5 stars ,breathtaking,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Jan-Michael Buckowitz, 5 stars ,seoraksan is   in all seasons   an incredibly beautiful nature park  the diversity of which cannot be explored in a few days or weeks  the beauty of nature is in a constant state of change  which also shows different facets depending on the weather  i feel privileged to be able to live in this area      seoraksan ist   zu allen jahreszeiten    ein unglaublich sch ner naturpark  dessen vielfalt man nicht in einigen tagen oder wochen erkunden kann  die sch nheit der natur ist in einem st ndigen wandel  der auch abh ngig von dem jeweiligen wetter immer wieder unterschiedliche facetten zeigt  ich empfinde es als privileg  in dieser gegend leben zu d rfen,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
PEI YUN Lee, 4 stars ,beautiful mountain view  it s a pity that the time is not right  there are no flowers or green leaves  but very comfortable   ,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Quentin Piot, 5 stars ,beautiful park known as the most beautiful in korea  many walks are available for all levels  from beginners to experts  trail  trekking   days would be needed to travel the park in its entirety  in addition  the entrance is very cheap  no excuse not to go there      superbe parc r put  comme le plus beau de cor e  de nombreuses promenades sont disponibles pour tous les niveaux  des d butants aux experts  trail  trek   des jours seraient n cessaires pour parcourir le parc dans son int gralit   de plus  l entr e est tr s peu ch re  aucune excuse pour ne pas y aller,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Laura Kunegel, 5 stars ,very beautiful national park with courses for all levels and different durations  i also recommend it for the view we have on the mountains  the buddha statue is huge and very beautiful  it looks very small next to it      tr s beau parc national avec des parcours pour tout les niveaux et dur es diff rentes  je le recommande aussi pour la vue qu on a sur les montagne  la statue de bouddha est immense et tr s belle  on   l air tout petit a c t,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
璵듿컦椰?,5 stars ,it s very happy to have a snow covered mountain  but it s a good time to insist on going to the bus  one person s won is about 10 000 yuan  and you can see the beautiful scenery along the way                                                10000,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
T Lorena Alcala, 5 stars ,the park is something that you definitely have to visit when going to south korea  the view from ulsanbawi rock is incredible  it is worth the whole tour      el parque es algo que definitivamente se tiene que visitar al ir a corea del sur la vista desde ulsanbawi rock es incre ble  vale la pena todo el recorrido,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Samuel Budi Kusuma, 5 stars ,this place is 4 hours by road from seoul  it is highly recommended to ride the cable car and enjoy the view from above  it would be very beautiful if the weather was foggy  like what i experienced when i was there     tempat ini berjarak 4jam perjalanan darat dari kota seoul  sangat disarankan untuk naik cable car dan menikmati pemandangan dari atas  akan sangat indah bila cuaca sedang berkabut  seperti yang saya alami saat sedang kesana,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Anung Banindra Tama, 5 stars ,very beautiful     every foreign tourist must come here to see how natural and beautiful this place is     sangat indah  setiap wisatawan manca negara harus kesini untuk melihat betapa natural dan indahnya tempat ini,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
kanlayanee intaraprasert, 5 stars ,traveling from seoul to sokcho is convenient with a bus  takes about 3 4 hours                                                              3 4,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Tzu-lung Yang, 5 stars ,places of interest and appreciation    ,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
giovanni basanta, 5 stars ,beautiful place  mt  seorak in korea     tempat yg indah  gunung seorak di korea,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Piyanan Kaewdee, 5 stars ,the atmosphere is good for this season    ,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Pamela Trincado, 5 stars ,the ascent is quite simple  except for the last 300 meters that allow you to reach the summit and require a bit of ability to climb  especially in winter when there is ice  crampons are recommended  but are not always necessary      la salita   abbastanza semplice  eccetto gli ultimi 300 metri che permettono di raggiungere la vetta e richiedono un po  di abilit  nella salita  soprattutto in inverno quando c   ghiaccio  i ramponi sono consigliati  ma non sono sempre necessari,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Falk Petro, 5 stars ,very nice and worth seeing park  the paths are well prepared  but you should have reasonably good condition  in part  many hundreds of steps are to be climbed in one go      sehr sch ner und sehenswerter parkt  die wege sind gut pr pariert  man sollte aber einigerma en gute kondition haben  teilweise sind viele hundert stufen am st ck zu steigen,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
蓼긺럦夜?,5 stars ,this is also one of the scenes of the korean drama  winter love song   the maple leaves of seorak mountain look softer and more layered  seoraksan is one of the famous mountains in south korea and one of the first places where maple leaves turn red every year  in autumn  headed by daqing peak  the highest peak of seorak mountain  the maple leaves along the main climbing routes of seorak mountain dyed the mountain into a red picture  which was very beautiful  from the mountain peaks to the winding ridges  the red is spread out a little  and it looks far like fire    ,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
I MSS, 4 stars ,perfect for trekking  park located in a beautiful environment  increased the charm with the buddhist temple and facilities  i did not like the large number of tourists  many people  who visit it  very crowded      perfecto para hacer trekking  parque ubicado en un entorno precioso  aumentado el encanto con el templo budista y las instalaciones  no me gust  la gran cantidad de turistas  mucha gente  que lo visita  muy masificado,6 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Adrien MICHEL Photos 1, 4 stars ,great for a hike  rise time of about 4 hours  but it is not possible to get away from the trail         super pour faire une randonn e  temps de mont e de 4h environ  mais il n est pas possible de s  loigner du sentier,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
SCB668, 4 stars ,maple leaves are the first to bloom  with five colors of red  orange  yellow  green and blue sky   ,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
Rein Jin, 5 stars ,really baguss     baguss banget,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
흟ukasz Kowalczyk, 5 stars ,the beautiful place charmed us  i hope i can go there again      przepiekne miejsce oczarowalo nas  mam nadzieje ze jeszcze tam polece,4 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
玉앬틷獄?, 4 stars ,the disadvantage is whether the distance is a little bit false   ,3 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
david blue, 5 stars ,this season is very beautiful   ,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
?요에, 4 stars ,very spectacular snow prison mountain   ,5 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
?剋筠戟逵 ??鈞逵戟, 5 stars ,worth going there    ,2 years ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
?롦쓮??, 5 stars ,beautiful environment   ,11 months ago,설악국립공원,강원도 속초시 설악동,38.1573652,128.4333334
