name,rating,review,date,attraction,address,latitude,longitude
SUNG HOON PARK, 5 stars ,good for rest in this park,a year ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Jungsoo Lee, 5 stars ,so cool,a year ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
m j, 3 stars ,cafe on top  ticket is 8 000 won,3 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Delpir Lim, 5 stars ,you can see sokcho,a year ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Cake ilu, 5 stars ,good,3 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Nsom EMMANUEL B., 5 stars ,attractive  touring site for recreation,4 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Ethan Ngai, 4 stars ,good place to see nearby,3 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Humayun Kobir, 5 stars ,beautiful lake side,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
John Chan, 3 stars ,special outlook,3 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Min S, 2 stars ,ok but to expensive,4 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Rinto Indarto, 4 stars ,nice and exciting place,5 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
feeling high, 1 star ,this place is not good,3 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
9AM cha A1881A, 5 stars ,good place to be,3 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Batgerel Ganbaatar, 5 stars ,nice,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Zsolt Veres, 5 stars ,ok,5 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Yury Kim, 5 stars ,moves at night,4 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Borkot, 5 stars ,amazing place,4 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Atsushi Harada, 4 stars ,seoraksan  sea of japan and sokcho port can be seen  there are some souvenir shops and cafes on the observatory    ,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Hidemi, 5 stars ,the scenery was good    ,10 months ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
sukma sunjaya, 5 stars ,if you visit soraksan  don t forget to stop by sokco beach and sokco expo tower     kalo berkunjung ke soraksan jangan lupa mampir ke pantai sokco dan sokco expo tower,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
???筠?剋逵勻 ???筠?剋逵勻棘勻龜?, 5 stars ,great viewing platform  the entrance is worth a penny  i definitely recommend to visit   ,3 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
?逵?龜?逵 ?龜劇, 5 stars ,everything is what you need to relax  beautiful and clean    ,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
龜逵???戟逵 鬼??逵剋??克逵?, 5 stars ,a very beautiful tower with views of the city  lake and sea  around the tower is a park in which various events are constantly taking place  also nearby are a huge number of restaurants for every taste    ,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Lothar M., 3 stars ,all right  if you want to have an overview of the city  admission is okay with 2 500  there is also a small bar up in the tower      in ordnung  wenn man einen  berblick  ber die stadt haben will  eintritt ist mit 2 500 ein okay  oben im turm ist auch eine kleine bar,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Jan-Michael Buckowitz, 3 stars ,you have a nice overview of sokcho and the surrounding area  remember when  65 years  reduced or free admission  as in most urban sights  mostly in buddhist monasteries  which are otherwise subject to entrance fees      man hat einen h bschen  berblick  ber sokcho und umgebung  dran denken  wenn  65 jahre  erm  igter bzw  freier eintritt  wie in den meisten st dtischen sehensw rdigkeiten  gro enteils auch in buddhistischen  sonst eintrittsgeld pflichtigen kl stern,4 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Tenigin Anton (tenian), 4 stars ,the snake around it is a ladder  it was not possible to climb  arrived after 18 00                                                                      18 00,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Vova Alyabiev, 3 stars ,another tower  where you can climb for your money  we did not do this    ,4 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Hana Chen, 5 stars ,very beautiful  very suitable for night view at night   ,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
???筠?筠??勻筠戟戟龜克 龜鈞 鬼龜戟?逵戟均逵, 5 stars ,beautiful panorama of sokcho   ,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Agi P, 1 star ,unfortunately  without any indication  probably closed for a long time     leider ohne jeden hinweis  wohl schon seit l ngerem geschlossen,4 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Tsoy Igor, 4 stars ,observation deck on sokcho   ,a year ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
?勻均筠戟龜橘, 4 stars ,a good place for a family friendly vacation    ,4 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Kacper Zaj훳c, 4 stars ,okk,a year ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Alisher Fazilov, 5 stars ,cool place   ,a year ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Roman Ma, 5 stars ,super   ,2 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
Aleksander K흢usak, 5 stars ,a great place     super miejsce,4 years ago,엑스포타워,강원도 속초시 조양동 엑스포로 75,38.1915785,128.5786351
